race,workclass,fnlwgt,education,education.num,marital.status,occupation,hours.per.week,native.country,income,sex
80,10,80638,20,13,41,54,30,90,5,1
80,10,39843,33,5,41,53,30,90,5,0
80,10,361180,34,6,41,51,41,90,5,1
80,10,9801,24,4,41,54,30,90,5,1
80,10,162093,33,5,41,53,43,90,5,0
81,10,291649,25,9,43,54,40,90,5,0
80,10,133582,25,9,43,54,48,90,5,0
80,10,139843,31,13,40,55,40,90,5,1
80,10,135643,25,9,41,53,40,90,5,0
80,10,67083,25,9,41,54,40,90,5,1
80,10,9801,25,9,41,54,40,90,5,1
80,10,73025,25,9,41,54,30,90,5,1
80,10,331339,20,13,41,50,50,90,6,1
80,10,324134,25,9,40,53,40,90,5,1
80,10,160261,21,10,40,50,40,90,5,1
80,10,91918,25,9,41,53,40,90,5,0
80,10,173858,25,9,41,54,40,90,5,1
80,10,98350,22,1,41,54,40,90,5,1
80,10,182771,20,13,40,54,13,90,5,1
80,10,90983,20,13,43,55,40,90,5,1
80,10,88213,31,13,41,52,40,90,6,0
81,10,230417,32,16,41,52,40,90,6,1
80,10,98350,25,9,43,54,40,90,5,1
80,10,98350,34,6,41,54,37,90,5,1
80,10,173858,24,4,41,51,40,90,5,1
80,10,175262,22,1,41,51,40,90,5,1
80,10,291335,20,13,40,55,50,90,5,0
80,10,19022,20,13,43,50,40,90,5,0
80,10,191341,20,13,41,50,40,90,6,1
80,10,19808,20,13,41,52,40,90,5,1
80,10,243631,32,16,41,52,43,90,6,1
80,10,304370,20,13,41,50,60,90,6,1
80,10,298871,32,16,41,52,40,90,5,1
80,10,90359,25,9,41,52,10,90,6,0
80,11,137367,21,10,41,50,50,90,5,1
80,11,160724,20,13,41,55,40,90,6,1
80,11,35021,20,13,41,52,32,90,6,1
80,11,135339,20,13,41,50,20,90,6,1
80,11,285575,25,9,41,50,40,90,5,1
80,11,160724,20,13,41,50,43,90,6,1
80,13,398041,20,13,41,57,40,90,5,1
80,13,54160,32,16,41,52,40,90,5,1
80,13,90160,31,13,41,52,10,90,5,0
80,13,313640,31,13,40,52,20,90,5,1
80,13,70617,31,13,41,52,10,90,5,1
80,13,161334,31,13,41,52,40,90,5,0
80,13,182410,31,13,41,52,38,90,6,0
80,13,133874,32,16,41,59,20,90,5,1
80,13,69051,31,13,41,52,38,90,6,1
81,13,206983,27,13,41,52,60,93,5,1
81,13,235891,30,11,40,57,40,93,5,1
82,10,230657,25,9,41,53,40,93,5,1
81,10,203836,25,9,41,55,40,93,5,1
81,10,31390,29,11,44,57,20,93,5,0
81,10,165134,29,11,40,50,35,93,5,0
81,10,91287,30,11,41,57,60,93,5,1
81,10,169182,34,6,41,53,40,93,5,0
82,10,6910,25,9,40,53,40,93,5,0
81,10,350661,27,13,43,59,50,93,6,1
81,10,161344,25,9,41,50,40,93,5,1
81,10,138333,35,3,40,58,40,93,5,1
81,10,167031,34,6,40,53,40,93,5,0
81,10,287681,25,9,40,51,40,93,5,1
81,10,160339,21,10,41,51,40,93,5,1
81,10,228583,25,9,43,54,40,93,5,1
82,10,90409,25,9,41,53,40,93,5,0
81,10,135621,35,3,40,51,40,93,5,1
81,10,257869,21,10,43,54,28,93,5,1
81,10,181389,20,13,40,57,32,93,5,0
81,10,247444,29,11,41,53,40,93,5,1
81,10,162667,20,13,40,57,40,93,5,1
81,10,164307,25,9,40,60,40,93,5,1
82,10,188736,25,9,41,53,20,93,5,0
81,10,162651,25,9,43,57,40,93,5,1
81,10,252983,26,8,40,60,40,93,5,1
81,10,228516,25,9,41,51,43,93,5,1
81,10,190628,21,10,41,51,40,93,5,1
81,10,133220,33,5,40,62,40,93,5,0
81,10,380281,30,11,40,54,25,93,5,1
83,10,89119,29,11,43,54,40,93,5,0
82,10,216626,25,9,44,53,40,93,5,1
81,10,264166,29,11,43,54,43,93,5,0
82,10,161857,25,9,41,54,40,93,5,0
81,10,91691,25,9,40,54,30,93,5,0
81,10,13987,24,4,43,59,38,93,5,0
81,10,178255,21,10,40,57,30,93,5,0
81,10,202498,28,7,41,60,40,93,5,1
81,10,260082,26,8,41,51,40,93,5,1
81,10,911363,21,10,43,59,50,93,5,0
81,10,277022,21,10,43,57,40,93,5,0
81,10,243560,25,9,40,55,40,93,5,0
81,10,98662,33,5,43,53,40,93,5,0
81,10,313165,21,10,40,55,40,93,5,1
81,10,207817,25,9,40,54,32,93,5,0
81,10,19913,25,9,41,53,40,93,5,0
81,10,402411,20,13,41,58,30,93,5,1
81,10,241987,20,13,41,52,40,93,5,1
81,11,118806,23,2,44,51,43,93,5,0
81,11,201318,33,5,41,50,50,93,5,1
81,11,229841,25,9,41,52,40,93,5,1
81,11,135621,21,10,40,51,50,93,5,1
81,11,264313,21,10,41,50,35,93,5,1
81,11,591843,31,13,40,52,50,93,5,0
81,11,181347,30,11,41,51,30,93,5,1
81,13,216160,32,16,41,52,50,93,6,1
81,13,321980,21,10,41,57,48,91,6,1
81,13,139135,20,13,40,50,40,91,5,0
81,13,258037,25,9,41,51,40,91,6,1
81,13,290403,29,11,43,61,40,91,5,0
81,13,247731,25,9,43,57,40,91,5,0
81,13,213133,20,13,41,58,40,91,5,1
84,10,265737,21,10,41,50,60,91,6,1
81,10,243605,20,13,44,55,40,91,5,0
81,10,264091,21,10,41,60,24,91,6,1
81,10,266091,20,13,40,52,52,91,5,0
81,10,206343,25,9,43,53,40,91,5,1
84,10,338409,20,13,41,52,40,91,5,0
81,10,276513,20,13,41,54,40,91,5,1
81,10,273434,24,4,41,61,40,91,5,1
81,10,50590,31,13,41,50,40,91,6,1
81,10,224763,24,4,41,58,40,91,5,1
81,10,258006,21,10,44,57,40,91,5,0
81,10,240859,28,7,41,51,40,91,5,1
81,10,366232,33,5,43,51,40,91,5,0
81,10,230823,26,8,41,58,40,91,5,1
81,10,256755,20,13,40,60,40,91,5,0
81,10,225707,25,9,41,53,40,91,6,1
81,10,207367,21,10,41,54,40,91,5,0
81,10,276513,20,13,40,50,40,91,5,1
81,10,209113,23,2,41,54,38,91,5,1
81,10,229180,20,13,40,50,40,91,5,0
81,10,230543,24,4,43,57,35,91,5,0
81,10,277328,21,10,40,60,32,91,5,1
81,10,191184,25,9,44,62,11,91,5,0
81,10,231313,30,11,40,57,47,91,5,0
81,10,303986,35,3,40,54,40,91,5,1
81,10,213408,21,10,43,55,40,91,5,0
81,10,175689,21,10,41,57,13,91,6,0
81,10,223613,23,2,43,62,30,91,5,0
81,10,229180,21,10,43,51,40,91,5,0
81,10,191668,34,6,41,54,35,91,6,1
81,10,205987,27,13,40,50,40,91,5,0
81,10,218435,25,9,41,55,20,91,5,0
81,10,235775,25,9,41,54,25,91,5,1
82,10,22490,31,13,40,50,30,91,5,1
81,10,203891,20,13,41,57,40,91,5,0
81,10,222441,25,9,41,55,51,91,5,1
81,10,25900,35,3,43,54,20,91,5,0
81,10,233382,31,13,40,50,40,91,5,1
81,10,213306,29,11,40,54,40,91,5,1
81,10,23698,26,8,41,52,40,91,6,1
81,10,237432,20,13,41,52,13,91,6,0
81,10,23498,25,9,43,53,40,91,5,0
81,10,275181,35,3,43,54,37,91,5,1
81,10,186624,25,9,41,54,40,91,5,0
81,10,267859,21,10,41,50,40,91,6,1
81,10,313133,25,9,41,55,40,91,6,1
81,10,18391,25,9,43,53,44,91,5,0
81,10,29841,25,9,40,57,40,91,5,0
81,10,318915,25,9,43,57,40,91,5,0
81,10,236784,20,13,43,52,8,91,5,0
81,10,280307,20,13,41,50,20,91,5,1
81,10,221336,20,13,41,57,40,91,6,0
81,10,351810,20,13,40,52,43,91,5,0
84,10,313565,25,9,41,58,40,91,5,1
81,10,241859,21,10,43,57,40,91,5,1
81,10,133041,25,9,41,53,40,91,6,1
81,10,270728,24,4,41,54,48,91,5,1
81,10,316027,25,9,41,54,43,91,5,1
81,10,191741,32,16,43,52,40,91,5,0
81,10,227441,21,10,41,50,40,91,6,1
81,10,230767,30,11,41,51,40,91,5,1
81,10,25490,25,9,40,51,40,91,5,1
81,10,235986,25,9,40,50,50,91,5,0
81,10,277248,31,13,41,50,60,91,6,1
81,10,291676,30,11,44,55,40,91,5,0
82,10,187088,21,10,40,57,20,91,5,0
81,10,238433,23,2,41,58,40,91,5,1
81,10,222641,26,8,43,53,40,91,5,0
81,10,379883,31,13,41,52,40,91,6,1
81,11,230767,20,13,41,50,60,91,6,1
81,11,244803,21,10,41,55,60,91,6,1
81,11,251675,21,10,43,55,50,91,6,1
81,11,248133,35,3,41,58,50,91,5,1
81,11,282913,25,9,41,55,40,91,5,1
81,11,218407,21,10,40,50,70,91,5,1
81,11,281832,32,16,41,52,40,91,6,1
81,11,19831,20,13,41,50,50,91,6,1
81,11,132071,27,13,41,52,60,91,6,1
81,11,343061,24,4,41,56,40,91,5,1
81,11,209344,25,9,41,55,40,91,5,0
81,11,243587,21,10,43,54,40,91,5,0
81,11,240491,25,9,41,51,40,91,5,1
81,11,265266,27,13,41,52,40,91,6,1
81,11,26198,24,4,43,58,43,91,5,1
81,11,258037,25,9,41,58,43,91,6,1
81,11,251323,33,5,41,56,40,91,5,1
81,13,169182,25,9,43,54,49,91,5,0
84,13,23980,31,13,43,52,40,91,5,1
81,13,164300,20,13,43,57,38,91,5,0
81,10,213341,28,7,41,60,40,91,5,1
81,10,182811,21,10,40,57,52,91,5,0
81,10,204133,25,9,40,60,72,91,5,1
81,10,19190,31,13,40,50,35,91,5,1
81,10,240747,25,9,40,53,40,91,5,0
84,10,29865,21,10,41,51,35,91,5,0
81,10,133798,23,2,41,53,40,91,5,0
82,10,273536,24,4,41,55,49,91,5,1
81,10,13914,33,5,40,53,50,91,5,1
81,10,313823,25,9,40,55,40,91,5,1
81,10,133041,25,9,40,53,40,91,5,1
82,10,90413,23,2,40,54,35,91,5,1
84,10,320513,24,4,41,51,50,91,5,1
81,10,182186,33,5,41,54,40,91,5,1
81,10,135520,25,9,41,53,40,91,5,0
81,10,162343,20,13,41,50,40,91,5,1
82,10,24790,24,4,44,53,40,91,5,0
81,10,184198,34,6,40,53,40,91,5,1
81,10,23590,21,10,41,61,41,91,5,1
82,10,98821,23,2,41,54,40,91,5,1
81,10,98189,24,4,40,53,35,91,5,0
81,10,137305,22,1,40,53,40,91,5,1
84,10,313524,21,10,40,57,30,91,5,1
81,10,133189,35,3,40,53,40,91,5,0
81,10,132913,24,4,41,51,32,91,5,1
81,10,193537,21,10,41,57,40,91,5,0
81,10,298813,28,7,40,53,37,91,5,0
82,10,223693,23,2,43,51,38,91,5,1
82,10,223693,26,8,41,60,56,91,5,1
84,10,290307,20,13,41,51,40,91,5,1
81,10,131620,25,9,41,53,40,91,5,0
81,10,188507,24,4,40,53,40,91,5,0
82,10,191919,34,6,40,60,40,91,5,1
82,10,137658,28,7,41,53,40,91,5,1
82,10,219141,34,6,40,55,35,91,5,0
82,10,208748,35,3,43,53,40,91,5,0
84,10,209090,25,9,40,55,32,91,5,0
84,10,234410,24,4,40,53,40,91,5,0
81,10,202498,26,8,41,54,40,91,5,1
82,10,213891,25,9,41,58,40,91,5,1
81,10,216411,29,11,43,52,40,91,5,0
81,10,331875,26,8,40,60,40,91,5,1
82,10,39013,26,8,41,62,40,91,5,0
82,10,90413,25,9,40,58,40,91,5,1
81,10,131682,25,9,41,58,30,91,5,1
82,10,98620,24,4,41,53,40,91,5,0
81,10,209317,25,9,40,53,50,91,5,1
80,10,230313,21,10,40,54,40,91,5,1
82,10,98731,25,9,43,54,40,91,5,0
84,10,234410,33,5,40,53,40,91,5,0
82,10,91566,21,10,41,55,22,91,5,0
81,10,293623,28,7,41,51,40,91,5,1
81,10,177733,33,5,43,53,35,91,5,0
81,10,182811,21,10,40,54,40,91,5,0
84,10,191365,23,2,43,54,40,91,5,0
81,10,202652,25,9,43,54,40,91,5,0
82,10,91566,23,2,41,54,35,91,5,0
81,10,228057,24,4,41,53,40,91,5,0
84,10,139113,22,1,41,53,75,91,5,1
84,10,135093,34,6,43,54,38,91,5,0
81,11,298813,33,5,41,55,70,91,5,0
82,11,66872,26,8,41,55,98,91,5,1
81,11,202900,25,9,40,52,40,91,6,0
84,11,237532,25,9,41,55,54,91,6,0
82,13,205262,21,10,40,57,40,93,5,1
81,10,175491,25,9,41,51,50,93,6,1
81,10,139168,25,9,40,53,40,93,5,1
81,10,172756,23,2,44,53,34,93,5,0
81,10,193884,24,4,41,51,40,93,5,1
81,10,190487,25,9,43,62,28,93,5,0
81,10,221380,21,10,40,59,25,93,5,0
81,10,169041,34,6,40,54,25,93,5,0
82,10,227213,20,13,41,52,40,93,5,1
81,10,20890,25,9,41,55,40,93,5,1
81,10,253801,25,9,41,51,40,93,5,1
82,10,133805,25,9,40,53,40,93,5,1
82,10,132327,21,10,41,55,30,93,5,0
81,10,138002,21,10,40,51,55,93,5,1
81,10,313913,31,13,41,55,40,93,5,1
81,10,221850,31,13,41,50,50,93,6,1
82,10,138737,26,8,41,53,40,93,5,1
82,10,224870,25,9,43,53,38,93,5,0
81,10,249332,25,9,41,58,40,93,5,1
81,10,161638,25,9,41,53,40,93,5,0
82,10,137088,20,13,41,53,40,93,5,1
81,10,138002,21,10,40,53,55,93,5,1
82,10,167031,21,10,40,54,25,93,5,0
81,10,2991,20,13,40,54,66,93,5,1
81,10,90410,29,11,41,60,30,93,5,0
81,10,91569,25,9,41,52,43,93,6,1
82,11,133805,21,10,41,58,50,93,6,1
81,13,193386,30,11,41,57,40,91,5,1
81,13,25498,31,13,44,55,50,91,6,1
81,13,138341,28,7,41,58,40,91,5,1
81,13,336939,20,13,41,52,28,91,5,1
82,13,269304,35,3,40,54,40,91,5,0
81,13,98334,25,9,41,56,40,91,5,1
81,13,231826,25,9,41,52,40,91,5,1
81,10,260782,21,10,41,58,43,91,5,1
81,10,19807,32,16,41,52,35,91,6,1
81,10,138852,25,9,41,54,40,91,6,1
81,10,266913,25,9,41,53,40,91,5,0
81,10,243090,21,10,41,51,50,91,5,1
81,10,177915,35,3,40,62,40,91,5,0
81,10,40398,35,3,40,54,40,91,5,1
81,10,241832,33,5,41,60,40,91,5,1
81,10,282202,25,9,40,54,40,91,5,1
81,10,185254,35,3,40,62,40,91,5,0
81,10,367749,23,2,40,53,40,91,5,0
81,10,664821,20,13,41,54,40,91,5,1
81,10,491888,25,9,40,54,40,91,5,1
81,10,41690,22,1,41,54,40,91,5,1
81,10,238917,35,3,40,51,40,91,5,1
81,10,280134,34,6,40,55,49,91,5,1
81,10,267859,25,9,40,51,40,91,5,1
81,10,39066,33,5,43,60,40,91,5,1
81,10,133475,20,13,40,57,16,91,5,0
81,10,200089,21,10,41,51,40,91,5,1
81,10,172691,28,7,44,54,27,91,5,0
81,10,209118,21,10,41,55,25,91,5,1
81,10,248443,25,9,43,60,40,91,5,1
81,10,218490,31,13,41,50,55,91,6,1
81,10,523067,21,10,40,52,3,91,5,1
81,10,251675,25,9,41,51,40,91,5,1
81,10,118509,25,9,41,53,38,91,5,0
81,10,86613,23,2,40,54,20,91,5,1
81,10,213902,35,3,40,62,40,91,5,0
81,10,8980,23,2,41,54,25,91,5,0
81,10,373498,35,3,40,54,60,91,5,1
81,10,483822,25,9,40,54,40,91,5,1
82,10,348618,35,3,41,58,20,91,5,1
81,10,266072,34,6,40,54,20,91,5,1
81,10,183319,35,3,41,54,40,91,5,1
81,10,684013,35,3,40,60,40,91,5,1
81,10,408229,23,2,40,54,43,91,5,1
81,10,174386,31,13,41,52,40,91,6,1
81,10,208875,21,10,41,50,40,91,6,0
81,10,89134,33,5,40,54,40,91,5,1
81,10,70568,23,2,40,54,25,91,5,0
81,10,29134,35,3,43,57,40,91,5,1
81,10,98388,30,11,41,54,40,91,5,1
81,10,244311,33,5,40,51,30,91,5,1
81,10,209317,33,5,40,54,43,91,5,1
81,10,272090,20,13,43,52,43,91,5,0
81,10,436618,24,4,40,53,40,91,5,1
81,10,517036,25,9,43,51,40,91,5,0
81,10,183843,25,9,41,54,38,91,5,0
81,10,234919,21,10,40,55,40,91,5,0
81,10,90410,33,5,40,51,40,91,5,1
81,10,98001,25,9,40,55,35,91,5,1
81,10,238049,33,5,40,62,30,91,5,0
81,10,90938,26,8,40,54,40,91,5,1
81,10,206600,26,8,41,53,40,91,5,1
81,10,206506,34,6,40,60,10,91,5,1
81,10,71351,23,2,40,54,25,91,5,1
81,10,207473,21,10,41,58,40,91,5,1
81,10,337693,35,3,40,54,40,91,5,0
81,10,255817,35,3,40,54,40,91,5,0
84,10,39181,21,10,43,57,24,91,5,0
81,10,205830,25,9,40,54,40,91,5,0
81,10,222430,28,7,41,54,40,91,5,1
81,10,243659,21,10,43,54,38,91,5,0
81,10,209182,22,1,43,54,40,91,5,0
81,10,472789,23,2,40,56,30,91,5,1
81,10,184303,21,10,43,62,30,91,5,0
81,10,370552,22,1,41,53,40,91,5,1
81,10,653574,25,9,40,51,40,91,5,1
81,10,70562,23,2,40,54,48,91,5,0
81,10,23398,24,4,41,51,40,91,5,1
81,10,19054,25,9,41,51,43,91,6,1
82,10,250238,23,2,40,54,40,91,5,0
81,10,34914,20,13,40,54,40,91,5,1
81,10,229144,35,3,41,51,40,91,5,1
81,10,49066,34,6,41,54,8,91,5,1
81,10,39031,35,3,41,55,13,91,5,0
81,10,226267,35,3,41,51,40,91,5,1
81,10,216851,33,5,40,60,40,91,5,1
81,10,189038,33,5,40,54,38,91,5,0
81,10,238917,25,9,40,51,40,91,5,1
82,10,256278,24,4,41,60,30,91,5,0
81,10,653574,21,10,40,54,33,91,5,1
81,10,89134,28,7,40,54,41,91,5,1
81,10,227070,21,10,40,54,48,91,5,0
81,10,213902,24,4,40,62,32,91,5,0
81,10,50136,35,3,41,54,40,91,5,1
81,10,213893,25,9,43,54,40,91,5,0
81,11,75741,27,13,41,52,43,91,6,1
81,11,44368,25,9,41,55,55,91,6,1
81,11,134071,35,3,41,54,13,91,5,1
81,11,791830,23,2,44,54,30,91,5,0
81,11,133584,21,10,41,51,40,91,5,1
81,13,39306,31,13,41,50,40,98,6,1
81,13,255901,21,10,40,60,20,98,5,1
81,13,32528,25,9,41,57,40,98,6,1
81,13,27416,21,10,44,50,40,98,5,0
81,13,175262,30,11,41,61,40,98,5,1
81,13,191011,20,13,43,59,40,98,6,0
84,13,220656,20,13,40,52,38,98,5,1
81,13,170382,31,13,41,52,50,98,6,0
81,13,19302,30,11,41,61,56,98,6,1
81,10,355728,21,10,43,50,43,98,5,1
81,10,274363,20,13,41,50,40,98,6,1
81,10,207685,25,9,40,50,55,98,6,1
81,10,98332,31,13,41,50,60,98,6,1
84,10,337039,30,11,40,59,40,98,6,1
81,10,189320,21,10,43,52,40,98,5,0
81,10,241769,25,9,41,53,40,98,5,1
81,10,223341,25,9,44,57,40,98,5,0
81,10,17905,30,11,43,50,40,98,5,0
80,10,88419,25,9,40,50,40,98,5,0
81,10,358740,25,9,43,57,40,98,5,0
81,10,4986,31,13,41,52,36,98,6,1
81,10,9198,32,16,40,52,40,98,5,1
81,10,176711,20,13,41,56,40,98,5,1
81,10,67430,32,16,40,52,40,98,5,1
81,10,18902,25,9,41,53,40,98,6,1
81,10,90823,31,13,41,52,40,98,5,1
84,10,247205,20,13,41,61,40,98,5,1
84,10,90416,25,9,41,54,48,98,5,1
81,10,91381,25,9,40,59,62,98,5,1
81,10,207253,29,11,41,51,40,98,5,1
81,10,231738,25,9,43,55,40,98,5,0
84,10,29191,20,13,41,50,40,98,6,1
81,10,50748,21,10,43,55,55,98,5,0
81,10,77271,25,9,40,50,20,98,5,0
84,10,191777,29,11,40,50,35,98,5,0
81,10,66008,25,9,44,62,50,98,5,0
81,10,190337,31,13,41,52,40,98,6,1
81,10,64902,20,13,43,54,70,98,5,1
81,10,223486,25,9,44,54,7,98,5,0
81,10,236769,20,13,40,52,20,98,5,1
81,10,191436,20,13,41,51,40,98,6,1
81,10,238567,20,13,41,50,40,98,6,1
81,10,8891,21,10,40,57,9,98,5,1
81,10,343360,20,13,41,59,40,98,5,1
81,10,283913,35,3,40,62,65,98,5,0
81,10,43387,20,13,41,50,55,98,6,1
81,10,339167,21,10,41,54,20,98,6,0
81,10,40915,20,13,41,52,40,98,6,1
81,10,87205,20,13,43,52,55,98,5,0
81,10,88981,20,13,41,50,40,98,6,0
81,10,291902,21,10,40,53,40,98,6,1
81,10,31350,25,9,40,60,60,98,5,1
81,10,270587,28,7,40,54,20,98,5,1
81,10,440138,25,9,40,62,43,98,5,0
81,10,343363,25,9,43,50,40,98,5,0
81,10,18901,34,6,43,51,35,98,5,1
81,10,29807,25,9,43,57,43,98,5,0
81,10,183616,25,9,41,50,50,98,5,0
81,10,253798,26,8,40,50,41,98,5,1
81,10,2598,30,11,40,55,40,98,5,1
81,10,136413,20,13,43,50,85,98,6,1
81,10,219135,21,10,41,55,50,98,6,1
81,10,49830,20,13,43,54,48,98,6,0
81,10,243565,20,13,40,52,11,98,5,0
81,10,34080,29,11,41,51,40,98,5,1
81,10,182713,21,10,40,50,40,98,5,0
81,10,56791,31,13,41,52,43,98,5,0
81,10,177787,20,13,40,55,30,98,5,0
84,10,272856,25,9,40,51,50,98,5,1
